time,ultrasonic,pressure
13837322,70.74,1023.00
13845065,71.17,1022.00
13854182,70.84,1023.00
13860537,72.05,1023.00
13870357,71.34,1023.00
13876711,71.80,1023.00
13883739,71.50,1023.00
13890093,71.34,1022.00
13898508,70.71,1023.00
13904847,70.85,1023.00
13912588,71.09,1022.00
13918927,71.51,1022.00
13923892,71.56,1023.00
13930214,71.37,1023.00
13935905,71.82,1023.00
13942257,72.13,1023.00
13946522,71.75,1023.00
13954924,71.65,1022.00
13961327,73.07,1023.00
13969782,72.16,1023.00
13977512,72.60,1023.00
13985915,72.71,1022.00
13992258,72.95,1023.00
13998351,72.65,1023.00
14005395,73.07,1023.00
14011738,73.13,1023.00
14019469,72.79,1023.00
14025139,73.20,1022.00
14028542,73.71,1023.00
14039052,73.07,1023.00
14046097,73.39,1023.00
14049502,74.73,1023.00
14057261,73.48,1023.00
14063618,73.57,1023.00
14072036,73.49,1023.00
14077691,72.17,1022.00
14081959,74.27,1022.00
14091080,74.32,1023.00
14098126,73.78,1023.00
14103775,74.41,1023.00
14109440,73.53,1023.00
14115768,72.73,1022.00
14122096,73.96,1023.00
14126187,73.19,1022.00
14130455,73.78,1022.00
14136172,74.74,1023.00
14143218,74.34,1023.00
14150280,74.09,1023.00
14152997,74.03,1022.00
14156413,74.17,1022.00
14163488,74.85,1023.00
14172597,75.06,1023.00
14178271,75.26,1022.00
14183943,74.35,1023.00
14190288,75.00,1023.00
14195246,75.83,1023.00
14202277,75.20,1022.00
14207249,75.27,1023.00
14210655,75.01,1023.00
14216328,75.40,1022.00
14221977,75.32,1023.00
14229727,75.40,1023.00
14235385,75.50,1023.00
14243858,75.08,1022.00
14250203,74.71,1023.00
14256534,75.23,1023.00
14263620,75.43,1023.00
14269291,75.88,1023.00
14275621,74.41,1022.00
14281953,75.23,1023.00
14288300,76.05,1023.00
14291044,75.11,1023.00
14298106,75.83,1022.00
14307247,75.79,1023.00
14312205,75.89,1023.00
14321344,76.07,1022.00
14324063,75.74,1023.00
14329738,76.25,1023.00
14338197,76.19,1023.00
14346635,75.63,1023.00
14354400,75.99,1023.00
14360749,76.31,1023.00
14368475,76.13,1023.00
14374838,76.85,1023.00
14382585,77.42,1023.00
14393114,76.55,1023.00
14400164,76.43,1023.00
14407886,76.45,1022.00
14415608,77.32,1023.00
14419016,76.30,1022.00
14424691,76.62,1023.00
14433832,77.43,1023.00
14436741,76.83,1022.00
14443104,76.72,1023.00
14449438,77.44,1022.00
14455787,76.72,1023.00
14464929,77.85,1023.00
14467674,77.00,1022.00
14473308,77.87,1022.00
14483166,77.30,1023.00
14490888,77.05,1023.00
14497909,77.53,1022.00
14500641,76.26,1023.00
14507712,77.85,1023.00
14514061,77.42,1023.00
14523203,77.27,1023.00
14529569,78.90,1023.00
14536641,77.43,1022.00
14543692,77.81,1023.00
14548638,77.20,1023.00
14556420,77.76,1023.00
14562068,77.45,1023.00
14569118,77.64,1023.00
14576858,78.07,1023.00
14583237,77.89,1023.00
14586646,78.35,1023.00
14592997,78.28,1023.00
14597942,77.61,1022.00
14601360,77.67,1023.00
14607045,78.33,1023.00
14613396,78.46,1023.00
14619761,77.71,1023.00
14624739,78.42,1023.00
14629741,78.43,1023.00
14638875,79.00,1023.00
14642971,78.01,1023.00
14650008,78.22,1023.00
14655672,78.70,1023.00
14662023,78.70,1022.00
14669778,79.26,1022.00
14676145,78.22,1023.00
14682494,78.61,1023.00
14689562,78.38,1023.00
14694525,79.08,1023.00
14701579,78.45,1023.00
14708617,78.88,1023.00
14714296,78.81,1023.00
14722734,79.13,1023.00
14729121,79.34,1023.00
14734787,78.88,1023.00
14741826,80.40,1023.00
14746805,79.06,1023.00
14754545,79.25,1023.00
14758642,79.13,1023.00
14765735,78.54,1022.00
14773476,79.48,1023.00
14781910,79.17,1023.00
14788261,78.90,1023.00
14796719,78.92,1022.00
14805873,79.45,1023.00
14808593,79.17,1022.00
14814946,80.36,1022.00
14822688,79.41,1023.00
14831131,79.50,1023.00
14837496,79.95,1023.00
14848716,79.64,1023.00
14855772,79.53,1023.00
14862826,79.88,1023.00
14869866,79.62,1020.00
14876937,79.80,1023.00
14881887,80.25,1023.00
14889659,80.31,1022.00
14896714,80.00,1022.00
14903784,79.61,1023.00
14911550,79.86,1022.00
14916335,80.76,1022.00
14924077,79.82,1023.00
14929734,80.45,1023.00
14936804,80.01,1022.00
14943173,80.03,1022.00
14949566,80.09,1022.00
14956647,80.80,1022.00
14963016,80.25,1023.00
14970728,79.66,1023.00
14976410,79.88,1023.00
14984176,80.19,1023.00
14991217,80.36,1023.00
14996168,80.65,1022.00
15002539,80.79,1022.00
15010267,81.27,1023.00
15016605,80.22,1023.00
15022960,80.47,1022.00
15028643,80.38,1023.00
15034296,80.45,1023.00
15042741,81.03,1022.00
15050514,81.33,1023.00
15057541,80.85,1023.00
15068382,80.88,1023.00
15075429,80.98,1022.00
15083213,80.98,1023.00
15088195,81.39,1023.00
15095287,81.29,1023.00
15100971,81.03,1022.00
15110819,81.03,1023.00
15117860,81.23,1023.00
15124919,82.61,1023.00
15131284,81.97,1023.00
15140447,80.89,1023.00
15149580,81.80,1023.00
15156608,81.17,1023.00
15160888,82.32,1023.00
15167284,81.94,1023.00
15175028,82.08,1023.00
15181384,81.40,1023.00
15188443,81.92,1023.00
15196904,81.69,1022.00
15204675,81.82,1023.00
15212405,83.18,1022.00
15218105,81.92,1023.00
15225163,81.81,1023.00
15227208,81.73,1023.00
15234304,83.12,1022.00
15241348,82.54,1023.00
15249107,82.06,1023.00
15256166,81.94,1022.00
15262507,81.49,1023.00
15269565,81.98,1023.00
15275235,81.85,1023.00
15283682,82.18,1023.00
15290741,83.17,1023.00
15296412,82.23,1023.00
15305596,142.42,1023.00
15311277,82.94,1023.00
15317619,83.19,1023.00
15326047,81.96,1023.00
15334479,82.61,1023.00
15340838,82.42,1023.00
15348624,83.60,1023.00
15356386,82.96,1022.00
15363430,82.40,1023.00
15367736,82.83,1022.00
15375456,82.08,1023.00
15382515,83.04,1023.00
15390262,82.80,1023.00
15399382,82.82,1023.00
15406426,82.89,1022.00
15413496,83.73,1023.00
15420526,82.82,1023.00
15427651,82.62,1023.00
15436149,82.84,1023.00
15443974,83.00,1023.00
15448954,83.32,1023.00
15456702,83.34,1023.00
15463075,83.11,1023.00
15468748,84.23,1022.00
15473734,83.19,1023.00
15481533,84.47,1022.00
15489983,84.50,1022.00
15496396,83.52,1023.00
15503458,83.93,1023.00
15511888,83.46,1023.00
15518282,84.26,1022.00
15523960,83.46,1023.00
15531030,83.61,1023.00
15537404,83.79,1023.00
15543128,83.56,1023.00
15549552,83.98,1022.00
15555912,84.07,1023.00
15563671,83.99,1023.00
15570045,83.27,1023.00
15575704,83.52,1023.00
15582144,84.15,1022.00
15587117,84.15,1023.00
15592085,84.00,1023.00
15601221,84.04,1023.00
15603263,83.88,1023.00
15605992,84.04,1023.00
15609407,83.93,1023.00
15616489,83.97,1023.00
15620591,84.01,1023.00
15626978,84.57,1023.00
15634055,84.28,1023.00
15641167,84.19,1023.00
15644583,83.99,1023.00
15653071,84.79,1023.00
15657357,83.87,1022.00
15666505,85.11,1022.00
15673552,84.84,1022.00
15681317,84.44,1023.00
15686975,84.71,1023.00
15694061,84.14,1022.00
15701810,84.59,1023.00
15711664,84.31,1023.00
15722876,84.22,1023.00
15729923,84.23,1023.00
15739746,84.23,1023.00
15747495,84.58,1023.00
15751781,84.29,1023.00
15759545,84.60,1023.00
15767981,84.84,1022.00
15777836,84.95,1023.00
15787054,84.63,1023.00
15792041,84.86,1023.00
15797728,84.51,1023.00
15804833,85.14,1023.00
15813306,84.97,1023.00
15822469,84.58,1023.00
15830904,85.07,1023.00
15837983,85.20,1022.00
15845718,84.94,1023.00
15854178,85.46,1023.00
15859853,84.93,1023.00
15869005,84.78,1023.00
15877427,85.29,1022.00
15884489,85.12,1023.00
15892208,85.02,1023.00
15900013,85.65,1023.00
15909823,85.40,1022.00
15916887,85.00,1023.00
15923264,85.26,1023.00
15931044,85.48,1022.00
15940194,85.29,1023.00
15947243,85.82,1023.00
15953636,85.75,1023.00
15961387,85.45,1023.00
15967072,85.84,1023.00
15976931,86.05,1023.00
15984696,85.53,1022.00
15990358,86.65,1023.00
15996034,85.61,1023.00
16002427,86.15,1023.00
16009492,85.83,1022.00
16015183,85.73,1022.00
16019287,85.88,1023.00
16026351,85.54,1022.00
16029083,86.45,1023.00
16034767,86.05,1022.00
16041847,85.94,1023.00
16047540,86.09,1023.00
16053913,85.95,1023.00
16060292,85.92,1023.00
16064566,87.80,1023.00
16068227,85.85,1023.00
16075993,85.77,1023.00
16080968,86.24,1023.00
16087331,86.24,1023.00
16096517,86.56,1023.00
16104268,85.97,1023.00
16109943,86.30,1020.00
16118412,86.49,1023.00
16126162,86.06,1023.00
16130522,86.19,1023.00
16137556,87.06,1023.00
16146681,86.56,1022.00
16155805,86.56,1023.00
16160195,86.77,1023.00
16164468,86.45,1023.00
16169470,86.49,1023.00
16171515,86.43,1023.00
16178698,86.50,1023.00
16186465,86.68,1023.00
16192142,86.44,1023.00
16194897,86.27,1023.00
16204038,86.52,1023.00
16208327,86.80,1023.00
16214676,86.78,1023.00
16220358,86.96,1022.00
16227408,87.13,1023.00
16234474,86.39,1023.00
16240883,86.83,1022.00
16249322,87.11,1023.00
16257043,86.91,1023.00
16263408,87.24,1022.00
16266139,86.92,1022.00
16275306,86.95,1023.00
16282357,86.74,1023.00
16289443,87.79,1023.00
16297211,87.37,1023.00
16302203,86.82,1022.00
16307866,86.80,1023.00
16315602,87.00,1022.00
16321281,86.74,1022.00
16324699,86.82,1023.00
16327431,86.82,1022.00
16335183,87.09,1023.00
16341549,87.44,1023.00
16347211,86.97,1023.00
16355031,87.32,1022.00
16361435,87.27,1023.00
16364167,87.16,1023.00
16371274,86.93,1020.00
16379038,87.11,1023.00
16380382,87.43,1023.00
16388120,87.40,1022.00
16393798,87.38,1023.00
16399485,87.28,1022.00
16407941,87.42,1023.00
16411204,69.69,1022.00
16416868,87.30,1023.00
16423247,87.42,1023.00
16427538,87.33,1023.00
16432499,87.36,1022.00
16435918,87.37,1023.00
16442268,87.40,1023.00
16449303,87.30,1023.00
16455668,87.11,1023.00
16459995,87.36,1023.00
16466343,87.59,1023.00
16471320,86.94,1022.00
16478383,87.48,1023.00
16486822,87.54,1023.00
16495278,87.55,1023.00
16502328,87.60,1023.00
16510112,87.56,1023.00
16513556,88.45,1022.00
16516975,87.47,1022.00
16521967,87.55,1022.00
16529035,87.85,1023.00
16536086,87.54,1023.00
16544568,88.25,1023.00
16553008,87.42,1022.00
16560075,87.50,1023.00
16567838,88.62,1022.00
16575623,87.75,1023.00
16582690,87.78,1023.00
16590475,87.77,1023.00
16597542,88.00,1022.00
16603920,88.52,1022.00
16612375,87.99,1023.00
16620129,87.80,1023.00
16624405,88.48,1023.00
16632892,87.99,1023.00
16639293,88.45,1023.00
16644963,88.15,1023.00
16652733,88.04,1023.00
16659099,88.07,1022.00
16668928,87.87,1023.00
16675995,87.98,1023.00
16682413,88.32,1023.00
16688093,88.14,1023.00
16695170,88.35,1023.00
16701571,89.09,1020.00
16706565,88.20,1022.00
16709985,88.80,1023.00
16713261,70.77,1023.00
16722767,88.41,1023.00
16727746,88.67,1023.00
16730479,88.43,1022.00
16734795,88.31,1023.00
16739073,88.26,1023.00
16746126,88.34,1023.00
16752507,88.62,1023.00
16758875,88.30,1023.00
16765242,88.39,1023.00
16772331,88.50,1023.00
16778012,88.81,1023.00
16785783,89.22,1022.00
16792181,88.32,1022.00
16796288,88.76,1022.00
16802624,88.65,1023.00
16812484,89.04,1023.00
16819569,88.80,1023.00
16827402,88.97,1022.00
16833769,89.54,1023.00
16840156,88.87,1023.00
16848582,88.94,1023.00
16855660,89.15,1023.00
16862028,88.98,1022.00
16866993,89.29,1023.00
16872689,89.64,1023.00
16881833,89.21,1023.00
16886830,89.22,1023.00
16893197,89.13,1023.00
16901670,89.32,1022.00
16906659,89.22,1023.00
16914430,89.04,1023.00
16919394,89.47,1023.00
16926464,89.47,1023.00
16934236,89.15,1023.00
16941301,89.47,1022.00
16946282,89.39,1023.00
16954053,89.67,1023.00
16961825,89.67,1023.00
16968195,89.63,1023.00
16973191,89.62,1023.00
16981066,89.99,1023.00
16984472,89.69,1023.00
16987893,89.68,1023.00
16993575,89.69,1023.00
16996311,89.83,1022.00
17001308,89.87,1023.00
17007005,89.80,1023.00
17015457,89.73,1023.00
17021124,89.80,1023.00
17028195,90.05,1023.00
17037356,90.13,1022.00
17045784,90.11,1023.00
17052179,90.28,1023.00
17059920,90.15,1023.00
17065588,90.22,1023.00
17073346,90.16,1022.00
17081144,90.25,1023.00
17086828,90.70,1023.00
17095974,90.64,1023.00
17103731,90.40,1023.00
17110804,90.55,1023.00
17120652,90.62,1022.00
17127739,90.43,1023.00
17129789,90.76,1023.00
17136175,90.58,1023.00
17142545,91.18,1023.00
17148932,90.87,1023.00
17155317,91.03,1023.00
17157195,82.10,1023.00
17159073,81.83,1023.00
17166142,92.64,1022.00
17171160,91.06,1023.00
17177531,91.19,1023.00
17184684,91.36,1023.00
17186032,91.06,1023.00
17189439,90.92,1023.00
17197230,91.32,1023.00
17204319,91.46,1022.00
17212062,91.36,1022.00
17220507,91.42,1023.00
17226192,91.92,1023.00
17233968,91.52,1023.00
17240380,91.56,1023.00
17247437,91.69,1023.00
17257271,91.86,1023.00
17260009,91.70,1023.00
17267083,91.90,1023.00
17273481,91.76,1022.00
17280539,91.95,1022.00
17283962,91.91,1022.00
17289633,92.13,1023.00
17298096,91.97,1022.00
17307945,91.99,1022.00
17311542,92.12,1022.00
17315857,92.10,1023.00
17324333,92.23,1023.00
17329384,92.29,1023.00
17332807,92.28,1023.00
17337824,92.10,1023.00
17343535,92.18,1022.00
17350594,92.91,1023.00
17356297,92.49,1023.00
17363372,92.63,1023.00
17371850,92.68,1023.00
17376836,92.45,1023.00
17384625,92.64,1023.00
17392402,92.54,1023.00
17401551,92.96,1022.00
17409313,93.07,1023.00
17415710,92.83,1023.00
17421367,93.30,1022.00
17429113,93.49,1023.00
17436189,93.30,1023.00
17442594,93.03,1023.00
17450357,93.38,1023.00
17455360,93.27,1023.00
17458105,93.65,1023.00
17463778,93.82,1023.00
17470152,93.53,1022.00
17476511,93.43,1023.00
17481513,93.44,1023.00
17486500,93.66,1023.00
17494949,93.43,1022.00
17500649,93.58,1023.00
17507040,93.79,1023.00
17514811,93.70,1023.00
17525685,93.91,1023.00
17532778,93.89,1023.00
17541243,93.75,1022.00
17548321,93.87,1023.00
17557456,93.93,1023.00
17560883,94.47,1022.00
17566557,94.15,1023.00
17569297,94.52,1023.00
17577061,94.34,1023.00
17583477,94.30,1023.00
17586938,94.65,1023.00
17591056,94.63,1023.00
17599506,94.42,1022.00
17604510,94.59,1023.00
17612285,94.51,1021.00
17619363,94.47,1022.00
17623736,153.52,1023.00
17630782,94.49,1023.00
17637159,94.90,1023.00
17639900,94.65,1022.00
17647680,94.89,1023.00
17654727,94.87,1022.00
17663880,94.76,1023.00
17672330,95.07,1023.00
17678021,95.24,1023.00
17683737,94.97,1023.00
17692205,95.43,1022.00
17699954,95.56,1023.00
17706300,95.57,1023.00
17709727,95.55,1022.00
17716106,95.65,1023.00
17722483,95.51,1023.00
17728890,95.57,1022.00
17734566,95.61,1023.00
17743735,95.51,1023.00
17750808,95.91,1022.00
17758541,95.72,1023.00
17761284,95.86,1023.00
17767647,96.37,1023.00
17773323,95.80,1023.00
17781073,95.96,1023.00
17787468,95.98,1022.00
17794548,96.25,1023.00
17801613,96.17,1023.00
17808694,96.07,1023.00
17815758,96.09,1023.00
17822839,95.98,1023.00
17829234,96.12,1023.00
17836331,96.27,1022.00
17843438,96.37,1022.00
17846180,96.31,1023.00
17852651,96.34,1023.00
17859031,96.48,1022.00
17864724,96.62,1022.00
17868158,96.69,1023.00
17873149,96.66,1023.00
17875893,96.62,1023.00
17880885,97.09,1023.00
17887297,96.81,1023.00
17892992,96.76,1023.00
17902146,96.81,1023.00
17905599,96.86,1023.00
17912028,96.79,1023.00
17919796,96.84,1023.00
17923224,96.81,1022.00
17928267,97.13,1023.00
17938151,96.94,1023.00
17946605,97.18,1023.00
17955059,97.12,1023.00
17962141,97.08,1023.00
17970563,97.28,1023.00
17983503,97.24,1023.00
17989197,97.19,1023.00
17997668,97.22,1023.00
18004750,97.57,1023.00
18013896,97.74,1023.00
18022366,97.59,1023.00
18028739,97.77,1023.00
18035104,97.68,1023.00
18042172,97.60,1022.00
18049255,97.75,1023.00
18059113,97.58,1023.00
18066196,98.00,1023.00
18073981,97.66,1023.00
18079655,97.60,1023.00
18085320,97.84,1022.00
18089628,98.14,1023.00
18096018,98.09,1023.00
18103803,97.80,1023.00
18110170,97.98,1023.00
18115865,97.86,1023.00
18121530,98.03,1022.00
18128614,98.30,1023.00
18134980,98.05,1023.00
18143452,98.28,1023.00
18151923,98.08,1023.00
18159012,98.40,1023.00
18165380,98.81,1023.00
18170375,98.52,1023.00
18178846,98.52,1023.00
18185229,98.33,1023.00
18193042,98.49,1022.00
18200127,98.58,1023.00
18207904,98.32,1022.00
18214288,98.77,1022.00
18220670,98.22,1022.00
18224787,98.51,1023.00
18230467,98.43,1023.00
18236148,98.85,1023.00
18238894,98.49,1020.00
18247366,98.72,1023.00
18252361,98.83,1023.00
18258728,98.70,1023.00
18265853,98.61,1023.00
18272236,98.74,1023.00
18277950,98.64,1022.00
18284334,98.76,1023.00
18290031,98.98,1023.00
18297149,98.87,1023.00
18299208,99.43,1023.00
18304906,98.82,1023.00
18310572,99.16,1023.00
18319045,99.25,1023.00
18325429,99.27,1022.00
18331796,99.08,1023.00
18334541,99.01,1023.00
18340222,99.23,1023.00
18345921,99.10,1022.00
18348666,99.00,1022.00
18353687,98.90,1023.00
18360788,99.21,1022.00
18367156,99.38,1023.00
18373556,99.29,1023.00
18379908,99.16,1023.00
18387061,99.36,1023.00
18390493,99.20,1023.00
18396203,99.34,1023.00
18403926,99.38,1022.00
18412499,100.85,1022.00
18418244,99.31,1023.00
18420973,99.38,1023.00
18427374,99.57,1023.00
18435145,99.41,1023.00
18445023,99.65,1023.00
18452092,99.46,1023.00
18460582,99.60,1022.00
18468370,99.77,1023.00
18472487,99.53,1023.00
18475790,99.50,1023.00
18484933,99.68,1022.00
18489295,99.62,1023.00
18497051,99.73,1023.00
18504840,99.82,1023.00
18511224,100.79,1023.00
18518323,99.82,1022.00
18525433,99.81,1022.00
18529060,99.95,1023.00
18536146,100.28,1022.00
18543936,99.94,1023.00
18549619,100.05,1023.00
18554640,100.09,1023.00
18560374,100.11,1023.00
18565372,100.19,1023.00
18572487,100.51,1023.00
18578889,100.40,1022.00
18586000,100.13,1023.00
18590999,100.49,1023.00
18596682,100.21,1023.00
18602383,100.37,1023.00
18609470,100.37,1023.00
18616557,100.21,1023.00
18625028,100.60,1022.00
18630711,100.17,1023.00
18632757,100.41,1023.00
18634802,100.57,1022.00
18640470,100.57,1022.00
18646888,100.38,1023.00
18652556,100.62,1023.00
18656852,100.67,1023.00
18662537,100.45,1023.00
18666164,100.51,1022.00
18674669,100.62,1023.00
18676714,100.28,1023.00
18681713,100.54,1022.00
18685146,100.45,1023.00
18691548,100.55,1023.00
18693594,100.73,1023.00
18695655,100.65,1023.00
18702053,100.55,1023.00
18703413,100.60,1022.00
18706160,100.99,1023.00
18712539,100.86,1023.00
18719643,100.79,1023.00
18723077,101.04,1023.00
18725824,101.11,1023.00
18732243,100.67,1023.00
18735660,100.75,1023.00
